trID	epochTime	oldVer	newVer	humanTime	distFromV0InDays	runningYearFromV0	runningMonthFromV0	#numOldTables	#numNewTables	#numOldAttrs	#numNewAttrs	tablesIns	tablesDel	attrsInsWithTableIns	attrsbDelWithTableDel	attrsInjected	attrsEjected	attrsWithTypeUpd	attrsInPKUpd	tableDelta	attrDelta	attrBirthsSum	attrDeathsSum	attrUpdsSum	Expansion	Maintenance	TotalAttrActivity	isReed	isTurf	isActive
0	1516122997		1516122997.sql	2018-01-16 17:16:37	0	0	0	0	31	0	247	31	0	247	0	0	0	0	0	0	0	247	0	0	247	0	247	1	0	1
1	1518098215	1516122997.sql	1518098215.sql	2018-02-08 13:56:55	22	1	1	31	31	247	247	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
2	1518595174	1518098215.sql	1518595174.sql	2018-02-14 07:59:34	28	1	1	31	31	247	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1518904253	1518595174.sql	1518904253.sql	2018-02-17 21:50:53	32	1	2	31	31	247	245	0	0	0	0	0	2	0	0	0	-2	0	2	0	0	2	2	0	1	1
4	1519052139	1518904253.sql	1519052139.sql	2018-02-19 14:55:39	33	1	2	31	31	245	245	0	0	0	0	2	2	0	0	0	0	2	2	0	2	2	4	0	1	1
5	1519053291	1519052139.sql	1519053291.sql	2018-02-19 15:14:51	33	1	2	31	31	245	245	0	0	0	0	8	8	0	0	0	0	8	8	0	8	8	16	1	0	1
6	1519137315	1519053291.sql	1519137315.sql	2018-02-20 14:35:15	34	1	2	31	31	245	245	0	0	0	0	2	2	0	0	0	0	2	2	0	2	2	4	0	1	1
7	1519138237	1519137315.sql	1519138237.sql	2018-02-20 14:50:37	34	1	2	31	31	245	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	1520935249	1519138237.sql	1520935249.sql	2018-03-13 10:00:49	55	1	2	31	31	245	249	0	0	0	0	4	0	0	0	0	4	4	0	0	4	0	4	0	1	1
9	1521210312	1520935249.sql	1521210312.sql	2018-03-16 14:25:12	58	1	2	31	31	249	253	0	0	0	0	4	0	0	0	0	4	4	0	0	4	0	4	0	1	1
10	1521454216	1521210312.sql	1521454216.sql	2018-03-19 10:10:16	61	1	3	31	33	253	255	2	0	6	0	0	4	0	0	2	2	6	4	0	6	4	10	0	1	1
11	1521477891	1521454216.sql	1521477891.sql	2018-03-19 16:44:51	61	1	3	33	33	255	257	0	0	0	0	4	2	0	0	0	2	4	2	0	4	2	6	0	1	1
12	1521639208	1521477891.sql	1521639208.sql	2018-03-21 13:33:28	63	1	3	33	33	257	259	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
13	1521645099	1521639208.sql	1521645099.sql	2018-03-21 15:11:39	63	1	3	33	33	259	257	0	0	0	0	0	2	0	0	0	-2	0	2	0	0	2	2	0	1	1
14	1522140164	1521645099.sql	1522140164.sql	2018-03-27 08:42:44	69	1	3	33	34	257	268	1	0	11	0	0	0	0	0	1	11	11	0	0	11	0	11	0	1	1
15	1522159560	1522140164.sql	1522159560.sql	2018-03-27 14:06:00	69	1	3	34	34	268	269	0	0	0	0	3	2	0	0	0	1	3	2	0	3	2	5	0	1	1
16	1522164813	1522159560.sql	1522164813.sql	2018-03-27 15:33:33	69	1	3	34	34	269	269	0	0	0	0	0	0	7	0	0	0	0	0	7	0	7	7	0	1	1
17	1522769456	1522164813.sql	1522769456.sql	2018-04-03 15:30:56	76	1	3	34	34	269	269	0	0	0	0	3	3	0	0	0	0	3	3	0	3	3	6	0	1	1
18	1522936376	1522769456.sql	1522936376.sql	2018-04-05 13:52:56	78	1	3	34	34	269	269	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
19	1523010624	1522936376.sql	1523010624.sql	2018-04-06 10:30:24	79	1	3	34	34	269	270	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
20	1525097295	1523010624.sql	1525097295.sql	2018-04-30 14:08:15	103	1	4	34	35	270	277	1	0	7	0	0	0	0	0	1	7	7	0	0	7	0	7	0	1	1
21	1525355298	1525097295.sql	1525355298.sql	2018-05-03 13:48:18	106	1	4	35	35	277	277	0	0	0	0	2	2	0	0	0	0	2	2	0	2	2	4	0	1	1
22	1525356301	1525355298.sql	1525356301.sql	2018-05-03 14:05:01	106	1	4	35	35	277	278	0	0	0	0	2	1	0	0	0	1	2	1	0	2	1	3	0	1	1
23	1525441533	1525356301.sql	1525441533.sql	2018-05-04 13:45:33	107	1	4	35	35	278	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	1525445903	1525441533.sql	1525445903.sql	2018-05-04 14:58:23	107	1	4	35	35	278	278	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2	0	1	1
25	1525686598	1525445903.sql	1525686598.sql	2018-05-07 09:49:58	110	1	4	35	35	278	279	0	0	0	0	3	2	2	0	0	1	3	2	2	3	4	7	0	1	1
26	1525873445	1525686598.sql	1525873445.sql	2018-05-09 13:44:05	112	1	4	35	36	279	281	1	0	5	0	0	3	0	0	1	2	5	3	0	5	3	8	0	1	1
27	1526025101	1525873445.sql	1526025101.sql	2018-05-11 07:51:41	114	1	4	36	36	281	283	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
28	1526031876	1526025101.sql	1526031876.sql	2018-05-11 09:44:36	114	1	4	36	36	283	284	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
29	1526475948	1526031876.sql	1526475948.sql	2018-05-16 13:05:48	119	1	4	36	36	284	284	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	3	0	1	1
30	1528095486	1526475948.sql	1528095486.sql	2018-06-04 06:58:06	138	1	5	36	36	284	284	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
31	1528202204	1528095486.sql	1528202204.sql	2018-06-05 12:36:44	139	1	5	36	37	284	290	1	0	6	0	0	0	0	0	1	6	6	0	0	6	0	6	0	1	1
32	1528628800	1528202204.sql	1528628800.sql	2018-06-10 11:06:40	144	1	5	37	36	290	284	0	1	0	6	0	0	0	0	-1	-6	0	6	0	0	6	6	0	1	1
33	1528629608	1528628800.sql	1528629608.sql	2018-06-10 11:20:08	144	1	5	36	36	284	285	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
34	1528877442	1528629608.sql	1528877442.sql	2018-06-13 08:10:42	147	1	5	36	36	285	284	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	0	1	1
35	1528892452	1528877442.sql	1528892452.sql	2018-06-13 12:20:52	147	1	5	36	36	284	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	1530523343	1528892452.sql	1530523343.sql	2018-07-02 09:22:23	166	1	6	36	36	284	284	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
37	1532069002	1530523343.sql	1532069002.sql	2018-07-20 06:43:22	184	1	7	36	33	284	271	0	3	0	16	6	3	0	0	-3	-13	6	19	0	6	19	25	1	0	1
38	1532090477	1532069002.sql	1532090477.sql	2018-07-20 12:41:17	184	1	7	33	34	271	276	1	0	5	0	0	0	0	0	1	5	5	0	0	5	0	5	0	1	1
39	1532675289	1532090477.sql	1532675289.sql	2018-07-27 07:08:09	191	1	7	34	34	276	276	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
40	1533108854	1532675289.sql	1533108854.sql	2018-08-01 07:34:14	196	1	7	34	35	276	286	1	0	5	0	6	1	0	0	1	10	11	1	0	11	1	12	0	1	1
41	1533110595	1533108854.sql	1533110595.sql	2018-08-01 08:03:15	196	1	7	35	35	286	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	1533115697	1533110595.sql	1533115697.sql	2018-08-01 09:28:17	196	1	7	35	35	286	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	1533136158	1533115697.sql	1533136158.sql	2018-08-01 15:09:18	196	1	7	35	33	286	269	0	2	0	17	0	0	0	0	-2	-17	0	17	0	0	17	17	1	0	1
44	1534259571	1533136158.sql	1534259571.sql	2018-08-14 15:12:51	209	1	7	33	33	269	270	0	0	0	0	2	1	0	0	0	1	2	1	0	2	1	3	0	1	1
45	1534408173	1534259571.sql	1534408173.sql	2018-08-16 08:29:33	211	1	7	33	33	270	270	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
46	1534515556	1534408173.sql	1534515556.sql	2018-08-17 14:19:16	212	1	8	33	33	270	272	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
47	1534758187	1534515556.sql	1534758187.sql	2018-08-20 09:43:07	215	1	8	33	33	272	274	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
48	1535383325	1534758187.sql	1535383325.sql	2018-08-27 15:22:05	222	1	8	33	33	274	277	0	0	0	0	3	0	0	0	0	3	3	0	0	3	0	3	0	1	1
49	1535439879	1535383325.sql	1535439879.sql	2018-08-28 07:04:39	223	1	8	33	33	277	277	0	0	0	0	3	3	0	0	0	0	3	3	0	3	3	6	0	1	1
50	1535441898	1535439879.sql	1535441898.sql	2018-08-28 07:38:18	223	1	8	33	33	277	277	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
51	1535442581	1535441898.sql	1535442581.sql	2018-08-28 07:49:41	223	1	8	33	33	277	277	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
52	1535462624	1535442581.sql	1535462624.sql	2018-08-28 13:23:44	223	1	8	33	33	277	278	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
53	1535541363	1535462624.sql	1535541363.sql	2018-08-29 11:16:03	224	1	8	33	33	278	277	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	1	0	1	1
54	1535708847	1535541363.sql	1535708847.sql	2018-08-31 09:47:27	226	1	8	33	33	277	276	0	0	0	0	1	2	0	0	0	-1	1	2	0	1	2	3	0	1	1
55	1536525150	1535708847.sql	1536525150.sql	2018-09-09 20:32:30	236	1	8	33	33	276	277	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
56	1538402261	1536525150.sql	1538402261.sql	2018-10-01 13:57:41	257	1	9	33	33	277	277	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
57	1539597505	1538402261.sql	1539597505.sql	2018-10-15 09:58:25	271	1	9	33	33	277	278	0	0	0	0	2	1	0	0	0	1	2	1	0	2	1	3	0	1	1
58	1539868507	1539597505.sql	1539868507.sql	2018-10-18 13:15:07	274	1	10	33	35	278	289	2	0	11	0	0	0	0	0	2	11	11	0	0	11	0	11	0	1	1
59	1539871670	1539868507.sql	1539871670.sql	2018-10-18 14:07:50	274	1	10	35	35	289	289	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
60	1539872143	1539871670.sql	1539872143.sql	2018-10-18 14:15:43	274	1	10	35	35	289	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61	1540413987	1539872143.sql	1540413987.sql	2018-10-24 20:46:27	281	1	10	35	35	289	289	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
62	1546024761	1540413987.sql	1546024761.sql	2018-12-28 19:19:21	346	1	12	35	35	289	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	1550491195	1546024761.sql	1550491195.sql	2019-02-18 11:59:55	397	2	14	35	35	289	291	0	0	0	0	2	0	0	0	0	2	2	0	0	2	0	2	0	1	1
64	1551266012	1550491195.sql	1551266012.sql	2019-02-27 11:13:32	406	2	14	35	35	291	291	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	2	0	1	1
65	1551281034	1551266012.sql	1551281034.sql	2019-02-27 15:23:54	406	2	14	35	35	291	291	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1
66	1554065056	1551281034.sql	1554065056.sql	2019-03-31 20:44:16	439	2	15	35	35	291	292	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	1
